"item_id","cate_id","timestamp"
"560460","3_2","1487382801"
"514541","1_9","1486903563"
"455654","1_5","1486265968"
"455651","1_5","1486266086"
"539989","1_6","1487210400"
"560860","3_6","1487384534"
"560865","1_7","1487384545"
"560864","1_10","1487384565"
"479766","1_11","1486546698"
"543145","1_9","1487200094"
"543144","1_3","1487200082"
"543146","1_3","1487200095"
"543140","1_3","1487200053"
"543149","1_23","1487200108"
"508108","1_11","1486865220"
"508104","1_3","1486865205"
"508106","1_2","1486865218"
"481829","1_5","1486605133"
"474251","1_11","1486454329"
"474252","1_3","1486454330"
"474259","1_3","1486460221"
"551945","1_11","1487297877"
"551942","1_11","1487297859"
"551940","1_12","1487297858"
"522013","3_2","1486967055"
"522017","1_15","1486967081"
"522014","1_15","1486967062"
"522019","1_11","1486967086"
"535131","1_5","1487077367"
"535133","1_2","1487127600"
"535132","1_6","1487077367"
"535134","1_6","1487077397"
"535137","1_3","1487077423"
"546389","1_3","1487224207"
"546380","1_18","1487224160"
"546382","1_3","1487224170"
"546384","1_7","1487224181"
"546385","1_6","1487224183"
"506681","1_9","1486859596"
"506680","1_18","1486859594"
"506685","1_11","1486859606"
"506686","1_15","1486859607"
"506688","1_18","1486859614"
"497404","1_8","1486783851"
"477875","1_5","1486524099"
"477877","1_3","1486524111"
"467531","1_17","1486365284"
"467530","1_5","1486425662"
"567448","1_12","1487427334"
"567449","1_6","1487427335"
"529450","3_2","1487036455"
"529454","1_5","1487036490"
"561760","1_17","1487389086"
"561766","1_15","1487389103"
"567444","1_17","1487427315"
"486969","1_9","1486686065"
"486965","1_6","1486686028"
"486963","1_14","1486686022"
"357892","1_1","1482928863"
"417681","3_7","1485243574"
"478851","1_14","1486534947"
"478854","1_3","1486534978"
"461628","1_6","1486285904"
"461625","1_2","1486285842"
"528200","1_9","1487026077"
"528207","1_6","1487026302"
"441985","1_2","1485945021"
"441987","1_6","1485945079"
"534039","3_6","1487067888"
"534038","1_15","1487067882"
"534033","1_11","1487080800"
"534031","3_2","1487067749"
"471797","1_3","1486437808"
"487563","1_3","1486690599"
"447110","1_13","1486103462"
"563185","1_18","1487397644"
"563183","1_6","1487397576"
"563182","1_11","1487397575"
"482046","1_11","1486607053"
"551351","1_1","1487294122"
"551350","1_1","1487294121"
"551354","1_1","1487294164"
"559850","1_1","1487379116"
"559851","1_13","1487379063"
"559854","1_2","1487379074"
"359925","1_17","1483444864"
"200895","1_3","1475297914"
"463135","1_23","1486306323"
"463136","1_9","1486306366"
"463131","1_17","1486306277"
"463130","1_3","1486306271"
"517916","1_5","1486946973"
"517915","1_1","1486946973"
"487776","1_5","1486691949"
"507952","1_17","1486864557"
"445069","1_12","1486111741"
"445066","1_9","1486087623"
"480179","1_6","1486612802"
"480172","1_11","1486557727"
"480171","1_9","1486557720"
"494388","1_17","1486768474"
"494384","1_5","1486768460"
"494386","1_9","1486768472"
"494383","1_17","1486768460"
"491268","1_12","1486719515"
"491269","1_12","1486719529"
"491264","1_12","1486719327"
"491265","1_12","1486719436"
"491266","1_6","1486719492"
"150747","1_5","1473049381"
"497858","1_16","1486789837"
"497850","1_3","1486789809"
"497853","1_15","1486789821"
"497855","1_15","1486789828"
"497857","1_2","1486789837"
"489422","1_11","1486706059"
"489421","1_2","1486706058"
"489420","1_3","1486706054"
"550054","1_6","1487254661"
"550053","1_8","1487254639"
"550052","1_23","1487254625"
"550051","1_6","1487254625"
"550050","1_6","1487254604"
"550058","1_12","1487254691"
"562228","1_13","1487393388"
"563118","1_3","1487397297"
"563110","1_17","1487397261"
"563115","1_6","1487397284"
"563116","3_9","1487397285"
"219117","1_14","1476431265"
"437294","1_4","1485834062"
"437296","1_4","1485832863"
"493756","1_5","1486745557"
"493757","1_27","1486745574"
"490471","1_17","1486713444"
"510840","1_23","1486880776"
"490477","1_17","1486713504"
"490475","1_5","1486713493"
"510848","1_23","1486880823"
"540371","1_6","1487140946"
"540375","1_3","1487140985"
"540379","1_6","1487141058"
"532795","1_5","1487057749"
"532797","3_2","1487057762"
"543884","1_6","1487208551"
"489332","1_23","1486705569"
"543889","3_7","1487208592"
"532798","1_1","1487057813"
"518475","1_14","1486949664"
"469990","1_23","1486425604"
"518476","1_5","1486949664"
"469997","1_5","1486387764"
"518472","1_23","1486949662"
"511244","1_5","1486882819"
"511247","1_6","1486882862"
"511249","1_11","1486882864"
"560148","1_11","1487381155"
"560149","1_6","1487381159"
"560142","1_6","1487381114"
"535895","1_11","1487083699"
"535890","1_6","1487083676"
"330687","1_17","1481624463"
"562166","1_18","1487392911"
"562165","1_11","1487392872"
"514364","1_3","1486902621"
"514367","1_9","1486902651"
"514366","1_2","1486902636"
"465112","1_23","1486350015"
"525639","1_6","1486988591"
"525637","1_6","1486988584"
"525636","1_13","1486988614"
"525631","1_8","1486988563"
"492369","1_3","1486728613"
"492361","1_23","1486728520"
"492362","1_12","1486728538"
"492365","1_12","1486728573"
"522912","1_27","1486972448"
"479149","1_9","1486539283"
"543764","1_2","1487207823"
"543766","1_5","1487207835"
"264866","1_12","1478996461"
"533211","1_6","1487060491"
"544808","1_23","1487213028"
"544802","1_23","1487212998"
"477339","1_23","1486519560"
"521138","1_23","1486976405"
"521131","1_27","1486963650"
"521132","1_3","1486963664"
"521133","1_6","1486963666"
"521137","1_15","1486963684"
"566613","1_17","1487422463"
"515755","1_23","1486910541"
"515752","1_16","1486910533"
"515751","1_16","1486910521"
"538122","1_9","1487124530"
"538125","1_6","1487124548"
"547609","1_6","1487232463"
"552879","1_11","1487307433"
"552878","1_4","1487307420"
"552877","1_6","1487322000"
"552876","1_23","1487307388"
"552875","1_16","1487307386"
"552873","1_9","1487307364"
"552872","1_6","1487307363"
"552871","1_6","1487307361"
"524825","1_11","1486983939"
"524824","1_3","1486983937"
"524822","1_13","1486983931"
"557342","1_27","1487338202"
"557343","1_10","1487338212"
"557340","1_6","1487338196"
"557341","1_18","1487338201"
"557347","1_23","1487338231"
"557344","1_5","1487338212"
"557345","1_6","1487338215"
"557348","1_27","1487338238"
"557349","1_1","1487338268"
"407122","1_11","1485931261"
"407123","1_11","1485928861"
"566770","1_11","1487423349"
"564719","1_8","1487409954"
"478134","3_2","1486530005"
"478136","1_3","1486530052"
"478139","1_23","1486530083"
"478138","1_11","1486530066"
"564711","1_6","1487409860"
"564710","1_3","1487409849"
"564715","1_6","1487409888"
"520793","1_3","1486962403"
"566720","1_3","1487423070"
"505939","1_18","1486856475"
"519562","1_17","1486953738"
"519563","1_6","1486953738"
"497757","1_15","1486789313"
"497754","1_15","1486789292"
"497755","1_6","1486789301"
"566722","1_12","1487423078"
"517269","1_5","1486943477"
"517268","1_15","1486943476"
"517261","1_9","1486943447"
"517260","1_3","1486943443"
"566566","1_6","1487422172"
"566567","1_6","1487422183"
"566564","1_1","1487422189"
"566562","1_7","1487422134"
"566561","1_6","1487422115"
"566568","1_8","1487422185"
"566569","1_17","1487422187"
"537438","1_2","1487119939"
"537439","1_2","1487119940"
"520146","1_3","1486956570"
"537431","1_15","1487119870"
"537436","1_2","1487119924"
"520140","1_3","1486956545"
"520141","1_17","1486956552"
"559638","1_11","1487377613"
"559630","1_1","1487377581"
"559632","1_5","1487377581"
"559633","1_6","1487377579"
"501691","1_17","1486810467"
"501697","1_17","1486810489"
"501695","1_9","1486810483"
"501694","1_17","1486810479"
"546058","1_6","1487222203"
"546053","1_12","1487222175"
"546055","1_5","1487222191"
"546056","1_12","1487222196"
"442952","1_15","1486004262"
"442959","1_3","1486004397"
"554718","1_6","1487319731"
"502575","3_1","1486814247"
"499881","1_23","1486800698"
"475008","1_5","1486461405"
"538836","1_13","1487128519"
"538838","1_2","1487128532"
"475007","1_5","1486461319"
"550937","1_6","1487291125"
"477961","1_13","1486525137"
"537974","1_6","1487123512"
"530281","1_10","1487040867"
"566647","1_1","1487422734"
"500445","1_23","1486803453"
"491521","3_2","1486722814"
"491527","3_2","1486722879"
"491525","1_3","1486722870"
"553740","1_1","1487312954"
"553746","1_1","1487312954"
"553747","1_1","1487313015"
"553744","1_5","1487312930"
"484648","1_15","1486630868"
"524298","1_13","1486981360"
"524299","1_2","1486981365"
"484646","1_3","1486630857"
"524292","1_15","1486981325"
"484643","1_3","1486630833"
"459518","1_11","1486271350"
"459515","1_2","1486271291"
"533678","1_6","1487064263"
"533674","1_5","1487064257"
"533675","1_5","1487064258"
"533670","1_3","1487064239"
"493350","1_2","1486737755"
"470185","1_17","1486391154"
"470187","1_23","1486391182"
"476912","1_18","1486515987"
"476917","1_17","1486516024"
"475468","1_15","1486469100"
"475465","1_15","1486469052"
"483836","1_14","1486628007"
"509757","1_1","1486874393"
"556971","1_2","1487335997"
"556976","1_6","1487336061"
"556977","1_17","1487336064"
"556974","1_23","1487336028"
"556975","1_12","1487336054"
"511644","1_3","1486886454"
"511642","3_6","1486886448"
"511649","1_17","1486886466"
"485412","1_8","1486641910"
"485413","1_8","1486641925"
"485410","1_3","1486641889"
"485411","1_9","1486641897"
"485416","1_2","1486641948"
"485417","1_6","1486641952"
"485415","1_3","1486641933"
"485418","1_8","1486641959"
"485419","1_23","1486641984"
"514766","1_12","1486904544"
"514768","1_12","1486904553"
"505616","1_11","1486864806"
"505615","1_16","1486854720"
"560600","1_11","1487383448"
"560602","1_13","1487383474"
"560607","1_6","1487383498"
"560606","1_6","1487383496"
"473550","1_2","1486450020"
"473559","1_15","1486450091"
"466329","1_12","1486374542"
"466328","1_12","1486378142"
"466323","1_12","1486376703"
"466321","1_12","1486618862"
"341034","1_12","1482060063"
"565729","1_12","1487417147"
"479546","1_5","1486543533"
"565723","1_11","1487417015"
"565722","1_6","1487416990"
"474674","1_3","1486456975"
"474679","1_13","1486457001"
"235173","3_1","1477277316"
"508360","1_1","1486866295"
"508362","1_3","1486866301"
"508364","1_2","1486866305"
"508367","1_5","1486866316"
"391657","1_2","1484902261"
"440413","1_3","1485907189"
"440416","1_3","1485907260"
"556653","1_6","1487333796"
"556651","1_17","1487333784"
"556656","1_17","1487333821"
"556655","1_17","1487333810"
"556654","1_11","1487333804"
"480249","1_2","1486558308"
"512545","1_8","1486890951"
"522238","1_6","1486968140"
"522239","1_15","1486968144"
"522232","1_6","1486968121"
"522233","1_17","1486968124"
"522230","1_17","1486968113"
"522231","1_15","1486968119"
"522236","3_6","1486968133"
"522237","1_15","1486968136"
"522235","1_6","1486968130"
"512541","1_6","1486890929"
"558426","1_5","1487353575"
"558424","1_3","1487353528"
"558425","1_11","1487353563"
"558422","1_13","1487353485"
"558423","1_6","1487353508"
"558420","1_11","1487353461"
"558421","1_6","1487353473"
"558428","1_11","1487353625"
"558429","1_6","1487353638"
"504445","1_3","1486822892"
"504441","1_3","1486822880"
"503141","1_8","1486815883"
"503147","1_6","1486815899"
"521856","1_2","1486966517"
"521855","1_9","1486966514"
"521854","1_11","1486966509"
"521853","1_14","1486966508"
"521852","1_6","1486966507"
"521850","1_6","1486966501"
"521858","1_6","1486966521"
"534910","1_8","1487075809"
"467759","1_5","1486366043"
"429733","1_5","1485689463"
"458216","1_3","1486260672"
"458214","1_11","1486260663"
"564399","1_6","1487408246"
"564398","1_6","1487408240"
"564397","1_9","1487408238"
"564396","1_1","1487408248"
"564395","1_6","1487408231"
"564394","1_8","1487408230"
"564393","1_11","1487408222"
"564392","1_4","1487408212"
"564391","1_3","1487408197"
"564390","1_5","1487408186"
"529633","1_2","1487037299"
"529636","1_2","1487037307"
"529639","1_2","1487037327"
"441642","1_11","1485934540"
"557409","1_2","1487338608"
"557408","1_9","1487338606"
"550189","1_3","1487255754"
"550188","1_6","1487255751"
"550184","1_13","1487255719"
"550187","1_1","1487255737"
"550186","1_6","1487255733"
"550182","1_1","1487255705"
"481018","1_4","1486596004"
"481012","1_14","1486595816"
"481013","1_6","1486595851"
"254948","1_1","1478400659"
"463853","1_18","1486344754"
"463851","1_18","1486363261"
"501218","1_2","1486808188"
"501217","3_2","1486808180"
"501215","1_9","1486808173"
"501210","3_2","1486808100"
"495048","1_11","1486772690"
"495046","1_4","1486772689"
"495041","1_4","1486772667"
"502178","1_13","1486812871"
"502175","1_27","1486812844"
"502172","1_8","1486812823"
"565500","1_18","1487415794"
"565503","1_15","1487415856"
"565508","1_3","1487415816"
"471553","1_12","1486633263"
"471554","1_12","1486634464"
"471556","1_12","1486626062"
"479768","1_6","1486546774"
"475977","1_6","1486477794"
"475973","1_2","1486477759"
"515932","1_1","1486911516"
"515934","1_1","1486911539"
"487341","1_9","1486688736"
"487343","1_3","1486688785"
"552251","1_8","1487300328"
"552257","1_11","1487300393"
"552255","1_5","1487300374"
"552254","1_8","1487300364"
"552258","1_8","1487300397"
"412344","1_15","1485148322"
"551133","1_5","1487292593"
"551132","1_6","1487292587"
"551131","1_11","1487292584"
"551130","1_23","1487292576"
"551137","1_12","1487292620"
"551136","1_6","1487292609"
"551135","1_6","1487292645"
"551134","1_5","1487292596"
"551138","1_6","1487292642"
"513550","1_5","1486897732"
"497172","1_11","1486782569"
"497177","1_5","1486782609"
"500044","1_11","1486801432"
"500047","1_23","1486801467"
"500049","1_23","1486801473"
"409814","1_17","1485130863"
"480795","1_3","1486563385"
"480793","1_17","1486563384"
"480791","1_2","1486563370"
"553009","3_2","1487308455"
"553008","1_5","1487308454"
"403265","1_1","1484965427"
"553005","1_1","1487308485"
"553004","1_13","1487308437"
"553007","3_2","1487308451"
"456948","1_23","1486251216"
"563503","1_1","1487399050"
"563502","1_12","1487399047"
"470504","1_17","1486426976"
"563505","1_17","1487399022"
"563504","1_12","1487399047"
"563509","1_13","1487399040"
"552079","1_8","1487298867"
"552078","1_9","1487298865"
"499666","1_11","1486799539"
"510101","1_1","1486877003"
"510105","1_4","1486877015"
"510106","1_6","1486877019"
"510108","1_9","1486877023"
"529733","3_2","1487037692"
"529730","1_3","1487037686"
"421839","1_12","1485506942"
"460907","1_2","1486280836"
"460906","1_5","1486280815"
"460900","1_2","1486280771"
"460903","1_2","1486280798"
"538297","1_3","1487125486"
"538295","1_1","1487125470"
"538294","1_2","1487125461"
"538291","1_3","1487156400"
"538298","1_12","1487125495"
"475329","1_3","1486463721"
"475323","1_12","1486463636"
"475321","1_27","1486463621"
"475326","1_3","1486463687"
"475324","1_6","1486463657"
"551949","1_6","1487297896"
"554715","1_11","1487319716"
"455513","1_3","1486198491"
"512256","1_5","1486889493"
"512255","1_17","1486889492"
"512252","1_14","1486889474"
"512250","1_9","1486889458"
"473155","1_23","1486448074"
"473152","1_2","1486448069"
"473153","1_12","1486448071"
"473150","1_3","1486448063"
"473158","1_9","1486448085"
"517153","1_2","1486942922"
"517159","1_6","1486942956"
"123185","1_1","1470976321"
"207733","1_6","1475626974"
"498072","1_23","1486790747"
"493571","1_2","1486738664"
"558031","1_6","1487342328"
"558030","1_2","1487342323"
"558033","1_23","1487342347"
"558032","1_11","1487342340"
"558034","1_13","1487342348"
"566197","1_6","1487419763"
"566196","1_6","1487419754"
"566195","1_14","1487419753"
"566194","1_2","1487419743"
"566193","1_17","1487419743"
"566192","1_11","1487430000"
"566191","1_1","1487419726"
"566190","1_6","1487419696"
"566199","1_6","1487419784"
"223343","3_6","1476622262"
"499952","1_9","1486801132"
"199435","3_3","1475210473"
"480902","1_15","1486565117"
"480901","1_11","1486565101"
"480907","1_3","1486565153"
"480905","1_3","1486565143"
"480904","1_23","1486565137"
"511061","1_15","1486881874"
"511065","1_14","1486881906"
"511067","1_6","1486881915"
"511066","1_27","1486881914"
"527443","1_1","1487002241"
"538194","1_19","1487124936"
"562387","1_6","1487394160"
"562383","1_5","1487394137"
"562380","1_1","1487394137"
"524368","1_5","1486981826"
"524369","1_1","1486981885"
"524367","1_3","1486981820"
"524365","1_9","1486981811"
"541558","1_6","1487152666"
"541559","1_1","1487153033"
"541551","1_13","1487152626"
"547691","1_3","1487233327"
"547695","1_17","1487233340"
"547696","1_1","1487233409"
"498965","1_12","1486794180"
"498967","1_12","1486794188"
"498968","1_11","1486794188"
"503765","1_6","1486818633"
"503760","3_1","1486818566"
"503762","1_3","1486818593"
"516652","1_17","1486939724"
"516650","1_17","1486939715"
"526691","1_1","1486994115"
"526692","1_6","1486994080"
"526699","1_8","1486994117"
"486401","1_23","1486682235"
"486403","1_12","1486682265"
"521310","1_15","1486964321"
"521311","1_12","1486964322"
"521312","1_6","1486964328"
"521316","1_10","1486964344"
"521318","1_3","1486964346"
"547029","1_23","1487228152"
"547027","1_5","1487228143"
"547024","1_1","1487228127"
"461340","1_15","1486337462"
"504267","1_11","1486822130"
"504266","1_3","1486822129"
"519147","1_5","1486951997"
"519148","1_6","1486952001"
"477878","1_3","1486524113"
"534376","1_23","1487070567"
"534377","1_8","1487070578"
"534373","1_17","1487070544"
"537058","1_6","1487116361"
"537054","1_1","1487116328"
"537055","1_6","1487116334"
"537051","1_1","1487116305"
"537052","1_11","1487116314"
"537053","1_1","1487116322"
"495732","1_6","1486776363"
"495733","1_14","1486776373"
"467539","1_14","1486365301"
"520761","1_27","1486962283"
"544717","1_1","1487212492"
"520768","1_2","1486962305"
"544716","1_2","1487212488"
"564769","3_2","1487410579"
"468248","1_14","1486369658"
"468249","1_6","1486369683"
"564767","1_8","1487410521"
"501948","1_8","1486811726"
"564761","1_11","1487410466"
"559418","1_1","1487375807"
"501471","1_11","1486809373"
"507454","1_9","1486862695"
"507453","1_17","1486862691"
"252136","1_6","1478658061"
"554970","1_3","1487320508"
"554972","1_3","1487320516"
"554974","1_6","1487320523"
"554975","1_3","1487320526"
"554977","1_10","1487320529"
"554978","1_3","1487320531"
"532288","1_14","1487052901"
"532285","1_14","1487052883"
"532280","1_16","1487052872"
"532281","1_6","1487052874"
"530622","1_1","1487042933"
"530623","1_10","1487042933"
"530621","1_6","1487042928"
"530626","1_6","1487042950"
"530627","1_23","1487042956"
"530628","1_9","1487042958"
"555558","1_2","1487323410"
"555555","1_17","1487323400"
"555554","1_15","1487323397"
"555550","1_8","1487323373"
"555553","1_3","1487323390"
"555552","1_3","1487323385"
"521989","1_15","1486966955"
"521984","1_7","1486966933"
"521987","1_15","1486966946"
"521981","1_3","1486966929"
"521980","1_6","1486966927"
"521983","1_6","1486966933"
"482805","1_3","1486611993"
"482808","1_17","1486612059"
"567607","1_3","1487428366"
"298238","1_1","1480300261"
"489144","1_2","1486704613"
"491709","1_11","1486724035"
"500660","1_3","1486804423"
"500665","3_2","1486804433"
"518249","1_3","1486948690"
"518241","1_17","1486948670"
"484420","1_2","1486628409"
"484421","1_2","1486628418"
"484422","1_8","1486628430"
"536353","1_3","1487093531"
"536355","1_18","1487093547"
"533450","1_6","1487062606"
"338803","1_14","1482306063"
"470363","1_6","1486422822"
"470369","1_11","1486423021"
"552181","1_6","1487299821"
"552187","1_9","1487299843"
"552185","1_18","1487299840"
"563697","1_2","1487400176"
"552189","1_6","1487299853"
"552188","1_17","1487299848"
"563693","1_17","1487400163"
"563691","1_27","1487400137"
"520933","1_2","1486962898"
"520931","1_3","1486962895"
"520937","1_6","1486962919"
"520934","1_23","1486962907"
"563421","1_2","1487398621"
"452192","1_14","1486184967"
"452191","1_14","1486185464"
"452190","1_14","1486185388"
"452196","1_14","1486182602"
"553265","1_1","1487309832"
"553266","1_2","1487309807"
"553261","1_9","1487309796"
"503857","1_3","1486819274"
"503854","1_6","1486819263"
"503851","1_11","1486819253"
"503850","1_12","1486819252"
"512910","1_3","1486893993"
"485633","1_9","1486645506"
"485636","1_3","1486645525"
"560269","1_6","1487381899"
"560268","1_23","1487381874"
"560263","1_15","1487381838"
"560262","1_2","1487381827"
"560260","1_3","1487381808"
"560267","1_18","1487381862"
"560265","1_18","1487381848"
"545715","1_13","1487220262"
"545711","1_23","1487220229"
"329151","1_2","1481795102"
"508742","1_8","1486867810"
"508741","1_2","1486867802"
"508747","1_2","1486867827"
"508745","1_3","1486867813"
"508749","1_27","1486867835"
"440072","1_1","1485863233"
"563954","3_15","1487405776"
"563955","1_3","1487405787"
"563956","1_6","1487405788"
"563957","1_6","1487405791"
"563950","1_9","1487405754"
"563951","1_5","1487405758"
"563952","1_1","1487405801"
"563953","1_2","1487405760"
"563958","1_5","1487405796"
"563959","1_6","1487405797"
"482691","1_11","1486610931"
"482692","1_5","1486610942"
"482697","1_11","1486610994"
"482696","1_11","1486610977"
"525574","1_6","1486988236"
"525575","1_2","1486988249"
"525577","1_8","1486988249"
"525570","1_6","1486988183"
"525571","1_23","1486988192"
"474813","1_3","1486457732"
"474816","1_11","1486457747"
"474817","1_2","1486457765"
"522658","1_6","1486971141"
"522659","1_6","1486971146"
"522655","3_6","1486971134"
"522650","3_6","1486971114"
"522651","1_3","1486971118"
"522653","1_9","1486971127"
"488647","1_27","1486697997"
"556431","1_6","1487332511"
"556437","1_23","1487332562"
"556436","1_6","1487332562"
"556434","1_1","1487332560"
"556439","1_2","1487332579"
"518851","1_18","1486950817"
"425747","1_1","1485588301"
"486085","1_11","1486649830"
"486086","1_11","1486649830"
"486088","1_11","1486649845"
"477670","1_3","1486522433"
"462860","1_8","1486302862"
"462862","1_27","1486302891"
"462867","1_2","1486302971"
"414832","1_17","1485175682"
"357110","3_1","1482664070"
"496098","1_15","1486777857"
"496094","1_3","1486814402"
"496093","1_2","1486777845"
"454704","1_8","1486260062"
"454700","1_8","1486264862"
"454702","1_8","1486287661"
"562929","3_6","1487396469"
"562920","1_15","1487396421"
"562926","3_2","1487396469"
"524109","1_6","1486979270"
"534774","1_15","1487074766"
"534776","1_12","1487074813"
"457318","1_8","1486256500"
"549998","1_23","1487254133"
"557628","1_6","1487339638"
"407447","3_6","1484997443"
"519607","3_7","1486953913"
"519609","3_7","1486953917"
"512389","1_17","1486890285"
"512384","1_6","1486890266"
"548488","1_8","1487240854"
"548481","1_6","1487240715"
"548485","1_3","1487240796"
"548484","1_11","1487240781"
"548487","1_5","1487240813"
"548486","1_6","1487240804"
"452161","1_14","1486188340"
"509315","1_23","1486870346"
"296286","1_6","1480229062"
"469608","1_6","1486381561"
"469605","1_2","1486381536"
"382253","1_1","1484280663"
"476068","1_11","1486478785"
"476064","1_16","1486478763"
"476067","1_11","1486478779"
"566541","1_3","1487422001"
"498345","1_8","1486791690"
"498340","1_6","1486807205"
"464722","1_12","1486347529"
"522478","1_2","1486969479"
"522479","1_17","1486969487"
"509841","1_23","1486875783"
"495220","1_12","1486773806"
"523951","1_12","1486977280"
"523952","1_12","1486977287"
"523953","3_1","1486977292"
"523955","3_1","1486977299"
"523957","1_5","1486977308"
"492722","1_12","1486731429"
"489092","1_15","1486704373"
"489097","1_3","1486704409"
"494861","1_11","1486771805"
"494862","1_27","1486771806"
"494865","1_18","1486771814"
"494867","1_18","1486771821"
"494869","1_15","1486771826"
"494868","1_18","1486771824"
"554096","1_1","1487314842"
"554095","1_5","1487314840"
"554094","1_12","1487314838"
"554093","1_2","1487314835"
"554092","1_23","1487314833"
"513735","1_5","1486898985"
"513734","1_12","1486898981"
"513739","1_12","1486899001"
"191860","3_6","1474710062"
"430457","1_1","1485676516"
"463738","1_12","1486355821"
"463736","1_12","1486355101"
"463735","1_12","1486354742"
"463734","1_12","1486354381"
"463733","1_12","1486354021"
"463730","1_12","1486352941"
"542017","1_8","1487160202"
"265009","1_6","1478998862"
"553468","1_14","1487310949"
"553462","1_14","1487310905"
"553461","1_8","1487310905"
"553464","1_14","1487310917"
"517838","1_4","1486946570"
"517834","1_3","1486946551"
"517835","1_4","1486946552"
"517837","1_14","1486946560"
"526568","1_9","1486993486"
"526561","1_8","1486993461"
"526566","1_5","1486993480"
"510323","1_2","1486877704"
"510326","1_6","1486877715"
"499045","1_12","1486794902"
"540435","1_1","1487141626"
"540436","1_6","1487141627"
"540431","1_11","1487141606"
"540433","1_3","1487141613"
"540438","1_6","1487141631"
"509259","1_23","1486870151"
"538845","1_1","1487128595"
"538843","1_6","1487128585"
"475102","1_5","1486462120"
"475107","1_5","1486462168"
"475105","1_3","1486462152"
"475104","1_15","1486462148"
"475108","1_2","1486462181"
"147084","3_1","1472193612"
"435604","1_6","1485771694"
"435607","3_2","1485771779"
"525170","1_12","1486985924"
"525173","1_12","1486985922"
"525174","1_6","1486985915"
"525175","1_12","1486985980"
"525176","1_6","1486985929"
"525177","1_1","1486985980"
"537729","1_3","1487121970"
"466640","1_2","1486360920"
"528209","1_17","1487026323"
"498697","1_2","1486793105"
"498695","1_4","1486793100"
"498693","1_12","1486793081"
"471794","3_2","1486437789"
"471798","1_23","1486437814"
"507585","1_18","1486863207"
"507582","3_2","1486863199"
"520396","3_6","1486957516"
"520395","1_9","1486957515"
"520391","3_7","1486957496"
"520390","1_6","1486957485"
"520398","1_8","1486957542"
"551846","1_12","1487297279"
"551844","1_11","1487297265"
"551843","1_6","1487297264"
"551842","1_6","1487297252"
"551841","1_15","1487297251"
"551840","1_6","1487297244"
"551849","1_10","1487297297"
"551848","1_13","1487297291"
"546285","1_9","1487223528"
"546284","1_6","1487223527"
"546286","1_6","1487223531"
"527266","1_8","1486996806"
"527264","1_3","1486996758"
"527263","1_8","1486996807"
"527260","1_17","1486996749"
"527268","1_7","1486996809"
"379723","3_2","1484044625"
"524188","3_6","1486980660"
"524189","1_6","1486980613"
"460196","1_13","1486275438"
"460192","1_27","1486275401"
"460191","1_17","1486275401"
"458719","1_11","1486263396"
"458718","1_8","1486263388"
"443784","1_6","1486020960"
"443785","1_3","1486020962"
"542098","1_23","1487160885"
"431203","3_2","1485692344"
"431204","3_2","1485692425"
"488825","1_16","1486702004"
"488822","1_16","1486701838"
"432162","1_2","1486029665"
"549035","1_6","1487246190"
"549033","1_23","1487246185"
"549031","1_2","1487246168"
"325987","1_8","1481443967"
"462247","1_3","1486292862"
"462240","1_17","1486292750"
"462243","1_15","1486292836"
"467999","1_27","1486367407"
"467992","1_12","1486367330"
