,log_id,results
47,1,"[{u'score': 0.999976754189, u'name': u'qc'}, {u'score': 1.18852749438e-05, u'name': u'qincai'}, {u'score': 1.12923344204e-05, u'name': u'jmc'}]"
48,1,"[{u'score': 0.999995231628, u'name': u'qc'}, {u'score': 3.93933351006e-06, u'name': u'qincai'}, {u'score': 8.03171531061e-07, u'name': u'jmc'}]"
49,1,"[{u'score': 0.999953269958, u'name': u'qc'}, {u'score': 2.39280052483e-05, u'name': u'qincai'}, {u'score': 2.27498003369e-05, u'name': u'jmc'}]"
50,1,"[{u'score': 0.999203383923, u'name': u'qc'}, {u'score': 0.000468986894703, u'name': u'qincai'}, {u'score': 0.000327694870066, u'name': u'jmc'}]"
51,1,"[{u'score': 0.96993881464, u'name': u'qc'}, {u'score': 0.0269615333527, u'name': u'jmc'}, {u'score': 0.00309965666384, u'name': u'qincai'}]"
52,1,"[{u'score': 0.999865412712, u'name': u'qc'}, {u'score': 0.000110634682642, u'name': u'qincai'}, {u'score': 2.40061744989e-05, u'name': u'jmc'}]"
53,1,"[{u'score': 0.999948143959, u'name': u'qc'}, {u'score': 3.95402785216e-05, u'name': u'qincai'}, {u'score': 1.23152340166e-05, u'name': u'jmc'}]"
54,1,"[{u'score': 0.999996185303, u'name': u'qc'}, {u'score': 3.34523679157e-06, u'name': u'qincai'}, {u'score': 4.64955746793e-07, u'name': u'jmc'}]"
55,1,"[{u'score': 0.999985694885, u'name': u'qc'}, {u'score': 1.06206825876e-05, u'name': u'qincai'}, {u'score': 3.71089618056e-06, u'name': u'jmc'}]"
56,1,"[{u'score': 0.999958753586, u'name': u'qc'}, {u'score': 3.60557169188e-05, u'name': u'jmc'}, {u'score': 5.21757328897e-06, u'name': u'qincai'}]"
57,1,"[{u'score': 0.999987602234, u'name': u'qc'}, {u'score': 9.0889088824e-06, u'name': u'qincai'}, {u'score': 3.36192829309e-06, u'name': u'jmc'}]"
58,1,"[{u'score': 0.99995803833, u'name': u'qc'}, {u'score': 2.19156481762e-05, u'name': u'qincai'}, {u'score': 2.00709237106e-05, u'name': u'jmc'}]"
59,1,"[{u'score': 0.99999332428, u'name': u'qc'}, {u'score': 3.75261288355e-06, u'name': u'jmc'}, {u'score': 2.97534074889e-06, u'name': u'qincai'}]"
60,1,"[{u'score': 0.999996423721, u'name': u'qc'}, {u'score': 1.97994722839e-06, u'name': u'qincai'}, {u'score': 1.54509632466e-06, u'name': u'jmc'}]"
61,1,"[{u'score': 0.999999284744, u'name': u'qc'}, {u'score': 5.23407891251e-07, u'name': u'qincai'}, {u'score': 2.97862754906e-07, u'name': u'jmc'}]"
62,1,"[{u'score': 0.999998092651, u'name': u'qc'}, {u'score': 1.09548670935e-06, u'name': u'jmc'}, {u'score': 8.51600248097e-07, u'name': u'qincai'}]"
63,1,"[{u'score': 0.999968767166, u'name': u'qc'}, {u'score': 2.81462416751e-05, u'name': u'qincai'}, {u'score': 3.08908352054e-06, u'name': u'jmc'}]"
64,1,"[{u'score': 0.999992012978, u'name': u'qc'}, {u'score': 7.68694553699e-06, u'name': u'qincai'}, {u'score': 3.90944933315e-07, u'name': u'jmc'}]"
65,1,"[{u'score': 0.999997735023, u'name': u'qc'}, {u'score': 2.26484030463e-06, u'name': u'qincai'}, {u'score': 3.07480867434e-08, u'name': u'jmc'}]"
66,1,"[{u'score': 0.999992847443, u'name': u'qc'}, {u'score': 7.06354330759e-06, u'name': u'qincai'}, {u'score': 1.61340153682e-07, u'name': u'jmc'}]"
67,1,"[{u'score': 0.999998688698, u'name': u'qc'}, {u'score': 1.09995744424e-06, u'name': u'qincai'}, {u'score': 2.12330817817e-07, u'name': u'jmc'}]"
68,1,"[{u'score': 0.999875187874, u'name': u'qc'}, {u'score': 0.000122410201584, u'name': u'qincai'}, {u'score': 2.36180562752e-06, u'name': u'jmc'}]"
69,1,"[{u'score': 0.999993801117, u'name': u'qc'}, {u'score': 5.90383797316e-06, u'name': u'qincai'}, {u'score': 2.58489251337e-07, u'name': u'jmc'}]"
70,1,"[{u'score': 0.999983549118, u'name': u'qc'}, {u'score': 1.59273749887e-05, u'name': u'qincai'}, {u'score': 4.94947869356e-07, u'name': u'jmc'}]"
71,1,"[{u'score': 0.999913930893, u'name': u'qc'}, {u'score': 7.39367314964e-05, u'name': u'qincai'}, {u'score': 1.21206403492e-05, u'name': u'jmc'}]"
72,1,"[{u'score': 0.999893784523, u'name': u'qc'}, {u'score': 0.000100457131339, u'name': u'qincai'}, {u'score': 5.77418086323e-06, u'name': u'jmc'}]"
73,1,"[{u'score': 0.999995708466, u'name': u'qc'}, {u'score': 3.12750398734e-06, u'name': u'qincai'}, {u'score': 1.23182212519e-06, u'name': u'jmc'}]"
74,1,"[{u'score': 0.999971866608, u'name': u'qc'}, {u'score': 2.37896765611e-05, u'name': u'qincai'}, {u'score': 4.32600563727e-06, u'name': u'jmc'}]"
75,1,"[{u'score': 0.999911904335, u'name': u'qc'}, {u'score': 5.74079494982e-05, u'name': u'qincai'}, {u'score': 3.05840949295e-05, u'name': u'jmc'}]"
76,1,"[{u'score': 0.999754488468, u'name': u'qc'}, {u'score': 0.000150219231728, u'name': u'jmc'}, {u'score': 9.53899434535e-05, u'name': u'qincai'}]"
77,1,"[{u'score': 0.999988913536, u'name': u'qc'}, {u'score': 5.64454285268e-06, u'name': u'jmc'}, {u'score': 5.51051743969e-06, u'name': u'qincai'}]"
78,1,"[{u'score': 0.999948859215, u'name': u'qc'}, {u'score': 3.64962361346e-05, u'name': u'jmc'}, {u'score': 1.47068258229e-05, u'name': u'qincai'}]"
79,1,"[{u'score': 0.99969792366, u'name': u'qc'}, {u'score': 0.000238383960095, u'name': u'jmc'}, {u'score': 6.37252669549e-05, u'name': u'qincai'}]"
80,1,"[{u'score': 0.999507188797, u'name': u'qc'}, {u'score': 0.000375037023332, u'name': u'jmc'}, {u'score': 0.000117689429317, u'name': u'qincai'}]"
81,1,"[{u'score': 0.999994277954, u'name': u'qc'}, {u'score': 2.94160804515e-06, u'name': u'jmc'}, {u'score': 2.78421680378e-06, u'name': u'qincai'}]"
82,1,"[{u'score': 0.99995136261, u'name': u'qc'}, {u'score': 2.92534168693e-05, u'name': u'qincai'}, {u'score': 1.94491767616e-05, u'name': u'jmc'}]"
83,1,"[{u'score': 0.999698162079, u'name': u'qc'}, {u'score': 0.000162816839293, u'name': u'qincai'}, {u'score': 0.000139038093039, u'name': u'jmc'}]"
84,1,"[{u'score': 0.99998986721, u'name': u'qc'}, {u'score': 9.40392510529e-06, u'name': u'qincai'}, {u'score': 6.89067292114e-07, u'name': u'jmc'}]"
85,1,"[{u'score': 0.999998927116, u'name': u'qc'}, {u'score': 1.12913403427e-06, u'name': u'qincai'}, {u'score': 2.48797018543e-08, u'name': u'jmc'}]"
86,1,"[{u'score': 0.9999563694, u'name': u'qc'}, {u'score': 4.3532516429e-05, u'name': u'qincai'}, {u'score': 1.61875220783e-07, u'name': u'jmc'}]"
87,1,"[{u'score': 0.999973893166, u'name': u'qc'}, {u'score': 2.48782871495e-05, u'name': u'qincai'}, {u'score': 1.24997075091e-06, u'name': u'jmc'}]"
88,1,"[{u'score': 0.999139666557, u'name': u'qc'}, {u'score': 0.000814445316792, u'name': u'jmc'}, {u'score': 4.58426802652e-05, u'name': u'qincai'}]"
89,1,"[{u'score': 0.999962091446, u'name': u'qc'}, {u'score': 2.72298984783e-05, u'name': u'jmc'}, {u'score': 1.07234272946e-05, u'name': u'qincai'}]"
90,1,"[{u'score': 0.999958634377, u'name': u'qc'}, {u'score': 2.46971612796e-05, u'name': u'qincai'}, {u'score': 1.66355021065e-05, u'name': u'jmc'}]"
91,1,"[{u'score': 0.999875187874, u'name': u'qc'}, {u'score': 9.24917549128e-05, u'name': u'jmc'}, {u'score': 3.23474050674e-05, u'name': u'qincai'}]"
92,1,"[{u'score': 0.99995470047, u'name': u'qc'}, {u'score': 3.36419907399e-05, u'name': u'qincai'}, {u'score': 1.17409263112e-05, u'name': u'jmc'}]"
93,1,"[{u'score': 0.999984741211, u'name': u'qc'}, {u'score': 1.10663449959e-05, u'name': u'qincai'}, {u'score': 4.14688884121e-06, u'name': u'jmc'}]"
94,1,"[{u'score': 0.999997377396, u'name': u'qc'}, {u'score': 2.43924682763e-06, u'name': u'qincai'}, {u'score': 2.65229004981e-07, u'name': u'jmc'}]"
95,1,"[{u'score': 0.99999499321, u'name': u'qc'}, {u'score': 5.03009596287e-06, u'name': u'qincai'}, {u'score': 1.98440748278e-08, u'name': u'jmc'}]"
96,1,"[{u'score': 0.999997377396, u'name': u'qc'}, {u'score': 2.62300659415e-06, u'name': u'qincai'}, {u'score': 2.99449602892e-08, u'name': u'jmc'}]"
97,1,"[{u'score': 0.999996066093, u'name': u'qc'}, {u'score': 3.96240375267e-06, u'name': u'qincai'}, {u'score': 5.33186934604e-08, u'name': u'jmc'}]"
98,1,"[{u'score': 0.999999046326, u'name': u'qc'}, {u'score': 9.17680324619e-07, u'name': u'qincai'}, {u'score': 3.84618203952e-08, u'name': u'jmc'}]"
99,1,"[{u'score': 0.99998998642, u'name': u'qc'}, {u'score': 9.84559210337e-06, u'name': u'qincai'}, {u'score': 9.25630416759e-08, u'name': u'jmc'}]"
100,1,"[{u'score': 0.999994874001, u'name': u'qc'}, {u'score': 4.7367566367e-06, u'name': u'qincai'}, {u'score': 3.50444793185e-07, u'name': u'jmc'}]"
