,log_id,results
26,1,"[{u'score': 0.999957203865, u'name': u'qincai'}, {u'score': 3.27120433212e-05, u'name': u'qc'}, {u'score': 1.00850111266e-05, u'name': u'jmc'}]"
27,1,"[{u'score': 0.999967098236, u'name': u'qincai'}, {u'score': 2.72269717243e-05, u'name': u'jmc'}, {u'score': 5.68430778003e-06, u'name': u'qc'}]"
28,1,"[{u'score': 0.999979257584, u'name': u'qincai'}, {u'score': 1.67103717104e-05, u'name': u'qc'}, {u'score': 4.06417711929e-06, u'name': u'jmc'}]"
29,1,"[{u'score': 0.999997377396, u'name': u'qincai'}, {u'score': 2.21687105295e-06, u'name': u'qc'}, {u'score': 4.56662121451e-07, u'name': u'jmc'}]"
30,1,"[{u'score': 0.999973535538, u'name': u'qincai'}, {u'score': 1.60996150953e-05, u'name': u'qc'}, {u'score': 1.03054126157e-05, u'name': u'jmc'}]"
31,1,"[{u'score': 0.999993562698, u'name': u'qincai'}, {u'score': 3.8938705984e-06, u'name': u'qc'}, {u'score': 2.58391719399e-06, u'name': u'jmc'}]"
32,1,"[{u'score': 0.999972105026, u'name': u'qincai'}, {u'score': 1.9609435185e-05, u'name': u'qc'}, {u'score': 8.27782514534e-06, u'name': u'jmc'}]"
33,1,"[{u'score': 0.999950289726, u'name': u'qincai'}, {u'score': 3.71724127035e-05, u'name': u'qc'}, {u'score': 1.25658834804e-05, u'name': u'jmc'}]"
34,1,"[{u'score': 0.999970674515, u'name': u'qincai'}, {u'score': 1.86204106285e-05, u'name': u'qc'}, {u'score': 1.07579571704e-05, u'name': u'jmc'}]"
35,1,"[{u'score': 0.999987602234, u'name': u'qincai'}, {u'score': 9.59140925261e-06, u'name': u'qc'}, {u'score': 2.86533304461e-06, u'name': u'jmc'}]"
36,1,"[{u'score': 0.99980956316, u'name': u'qincai'}, {u'score': 9.91807537503e-05, u'name': u'jmc'}, {u'score': 9.13179246709e-05, u'name': u'qc'}]"
37,1,"[{u'score': 0.998520195484, u'name': u'qincai'}, {u'score': 0.00107423227746, u'name': u'qc'}, {u'score': 0.00040560553316, u'name': u'jmc'}]"
38,1,"[{u'score': 0.999942302704, u'name': u'qincai'}, {u'score': 4.40615513071e-05, u'name': u'qc'}, {u'score': 1.3591879906e-05, u'name': u'jmc'}]"
39,1,"[{u'score': 0.999738276005, u'name': u'qincai'}, {u'score': 0.000137428622111, u'name': u'qc'}, {u'score': 0.000124341488117, u'name': u'jmc'}]"
40,1,"[{u'score': 0.9993750453, u'name': u'qincai'}, {u'score': 0.000325117172906, u'name': u'qc'}, {u'score': 0.000299811770674, u'name': u'jmc'}]"
41,1,"[{u'score': 0.999459207058, u'name': u'qincai'}, {u'score': 0.000378529570298, u'name': u'qc'}, {u'score': 0.000162233947776, u'name': u'jmc'}]"
42,1,"[{u'score': 0.999981999397, u'name': u'qincai'}, {u'score': 1.7056323486e-05, u'name': u'qc'}, {u'score': 9.42803751514e-07, u'name': u'jmc'}]"
43,1,"[{u'score': 0.999973893166, u'name': u'qincai'}, {u'score': 2.39492746914e-05, u'name': u'qc'}, {u'score': 2.19880030272e-06, u'name': u'jmc'}]"
44,1,"[{u'score': 0.999898433685, u'name': u'qincai'}, {u'score': 9.88826141111e-05, u'name': u'qc'}, {u'score': 2.63760648522e-06, u'name': u'jmc'}]"
45,1,"[{u'score': 0.999906778336, u'name': u'qincai'}, {u'score': 7.90279445937e-05, u'name': u'qc'}, {u'score': 1.4197078599e-05, u'name': u'jmc'}]"
46,1,"[{u'score': 0.999985933304, u'name': u'qincai'}, {u'score': 1.30529679154e-05, u'name': u'qc'}, {u'score': 1.05274523321e-06, u'name': u'jmc'}]"
47,1,"[{u'score': 0.999993443489, u'name': u'qincai'}, {u'score': 4.58614022136e-06, u'name': u'qc'}, {u'score': 2.00390309146e-06, u'name': u'jmc'}]"
48,1,"[{u'score': 0.999985933304, u'name': u'qincai'}, {u'score': 1.05443778011e-05, u'name': u'qc'}, {u'score': 3.55401471097e-06, u'name': u'jmc'}]"
49,1,"[{u'score': 0.999985456467, u'name': u'qincai'}, {u'score': 1.33784933496e-05, u'name': u'qc'}, {u'score': 1.22019582705e-06, u'name': u'jmc'}]"
50,1,"[{u'score': 0.999984025955, u'name': u'qincai'}, {u'score': 1.40158417707e-05, u'name': u'qc'}, {u'score': 1.97175222638e-06, u'name': u'jmc'}]"
51,1,"[{u'score': 0.99999153614, u'name': u'qincai'}, {u'score': 7.42198062653e-06, u'name': u'qc'}, {u'score': 1.08700930923e-06, u'name': u'jmc'}]"
52,1,"[{u'score': 0.99998831749, u'name': u'qincai'}, {u'score': 1.0194121387e-05, u'name': u'qc'}, {u'score': 1.51902463585e-06, u'name': u'jmc'}]"
53,1,"[{u'score': 0.999988079071, u'name': u'qincai'}, {u'score': 9.66872448771e-06, u'name': u'qc'}, {u'score': 2.21468053496e-06, u'name': u'jmc'}]"
54,1,"[{u'score': 0.999957323074, u'name': u'qincai'}, {u'score': 3.9929018385e-05, u'name': u'qc'}, {u'score': 2.73796399597e-06, u'name': u'jmc'}]"
55,1,"[{u'score': 0.999979376793, u'name': u'qincai'}, {u'score': 1.98069064936e-05, u'name': u'qc'}, {u'score': 8.50558365073e-07, u'name': u'jmc'}]"
56,1,"[{u'score': 0.999997854233, u'name': u'qincai'}, {u'score': 1.96530459107e-06, u'name': u'qc'}, {u'score': 1.42469005482e-07, u'name': u'jmc'}]"
57,1,"[{u'score': 0.999993920326, u'name': u'qincai'}, {u'score': 4.97952578371e-06, u'name': u'qc'}, {u'score': 1.08798792553e-06, u'name': u'jmc'}]"
58,1,"[{u'score': 0.999993920326, u'name': u'qincai'}, {u'score': 4.38604638475e-06, u'name': u'qc'}, {u'score': 1.67925622918e-06, u'name': u'jmc'}]"
59,1,"[{u'score': 0.999991774559, u'name': u'qincai'}, {u'score': 6.64094613967e-06, u'name': u'qc'}, {u'score': 1.58660975558e-06, u'name': u'jmc'}]"
60,1,"[{u'score': 0.999988794327, u'name': u'qincai'}, {u'score': 7.60855391491e-06, u'name': u'qc'}, {u'score': 3.61852016795e-06, u'name': u'jmc'}]"
61,1,"[{u'score': 0.999992132187, u'name': u'qincai'}, {u'score': 6.82119662088e-06, u'name': u'qc'}, {u'score': 1.08642245777e-06, u'name': u'jmc'}]"
62,1,"[{u'score': 0.999987959862, u'name': u'qincai'}, {u'score': 1.07079158624e-05, u'name': u'qc'}, {u'score': 1.38526263527e-06, u'name': u'jmc'}]"
63,1,"[{u'score': 0.999979734421, u'name': u'qincai'}, {u'score': 1.47002683661e-05, u'name': u'qc'}, {u'score': 5.61671868127e-06, u'name': u'jmc'}]"
64,1,"[{u'score': 0.999980926514, u'name': u'qincai'}, {u'score': 1.3496354768e-05, u'name': u'qc'}, {u'score': 5.57795556233e-06, u'name': u'jmc'}]"
65,1,"[{u'score': 0.999934196472, u'name': u'qincai'}, {u'score': 3.91827852582e-05, u'name': u'jmc'}, {u'score': 2.66595561698e-05, u'name': u'qc'}]"
66,1,"[{u'score': 0.999986886978, u'name': u'qincai'}, {u'score': 1.05478775367e-05, u'name': u'qc'}, {u'score': 2.59364196609e-06, u'name': u'jmc'}]"
67,1,"[{u'score': 0.999949455261, u'name': u'qincai'}, {u'score': 3.70205416402e-05, u'name': u'qc'}, {u'score': 1.35253976623e-05, u'name': u'jmc'}]"
68,1,"[{u'score': 0.999997735023, u'name': u'qincai'}, {u'score': 1.59354317475e-06, u'name': u'qc'}, {u'score': 7.18544299616e-07, u'name': u'jmc'}]"
69,1,"[{u'score': 0.999990224838, u'name': u'qincai'}, {u'score': 8.25413644634e-06, u'name': u'qc'}, {u'score': 1.49804225202e-06, u'name': u'jmc'}]"
70,1,"[{u'score': 0.999992489815, u'name': u'qincai'}, {u'score': 5.73913575863e-06, u'name': u'qc'}, {u'score': 1.82258690984e-06, u'name': u'jmc'}]"
71,1,"[{u'score': 0.999949455261, u'name': u'qincai'}, {u'score': 3.20815634041e-05, u'name': u'qc'}, {u'score': 1.84287964657e-05, u'name': u'jmc'}]"
72,1,"[{u'score': 0.999983072281, u'name': u'qincai'}, {u'score': 1.22172941701e-05, u'name': u'qc'}, {u'score': 4.72256442663e-06, u'name': u'jmc'}]"
73,1,"[{u'score': 0.999997496605, u'name': u'qincai'}, {u'score': 1.86771183053e-06, u'name': u'qc'}, {u'score': 5.98462577273e-07, u'name': u'jmc'}]"
74,1,"[{u'score': 0.999986410141, u'name': u'qincai'}, {u'score': 1.01227324194e-05, u'name': u'qc'}, {u'score': 3.44844761457e-06, u'name': u'jmc'}]"
75,1,"[{u'score': 0.999995470047, u'name': u'qincai'}, {u'score': 2.89510035145e-06, u'name': u'qc'}, {u'score': 1.67949906427e-06, u'name': u'jmc'}]"
76,1,"[{u'score': 0.99998319149, u'name': u'qincai'}, {u'score': 1.38503746712e-05, u'name': u'qc'}, {u'score': 2.97701058116e-06, u'name': u'jmc'}]"
77,1,"[{u'score': 0.99998998642, u'name': u'qincai'}, {u'score': 5.11438656758e-06, u'name': u'jmc'}, {u'score': 4.84000611323e-06, u'name': u'qc'}]"
78,1,"[{u'score': 0.999997138977, u'name': u'qincai'}, {u'score': 2.71758676718e-06, u'name': u'qc'}, {u'score': 1.74292409838e-07, u'name': u'jmc'}]"
79,1,"[{u'score': 0.999963998795, u'name': u'qincai'}, {u'score': 2.14507508645e-05, u'name': u'qc'}, {u'score': 1.4556611859e-05, u'name': u'jmc'}]"
80,1,"[{u'score': 0.999990940094, u'name': u'qincai'}, {u'score': 8.10345227364e-06, u'name': u'qc'}, {u'score': 9.96749804472e-07, u'name': u'jmc'}]"
81,1,"[{u'score': 0.999982118607, u'name': u'qincai'}, {u'score': 1.27223192976e-05, u'name': u'qc'}, {u'score': 5.16607269674e-06, u'name': u'jmc'}]"
82,1,"[{u'score': 0.999956727028, u'name': u'qincai'}, {u'score': 2.61345303443e-05, u'name': u'jmc'}, {u'score': 1.71041083377e-05, u'name': u'qc'}]"
83,1,"[{u'score': 0.999992966652, u'name': u'qincai'}, {u'score': 6.55585881759e-06, u'name': u'qc'}, {u'score': 4.75670361766e-07, u'name': u'jmc'}]"
84,1,"[{u'score': 0.999989032745, u'name': u'qincai'}, {u'score': 9.97599454422e-06, u'name': u'qc'}, {u'score': 1.00697582184e-06, u'name': u'jmc'}]"
85,1,"[{u'score': 0.999998092651, u'name': u'qincai'}, {u'score': 1.42187332131e-06, u'name': u'qc'}, {u'score': 5.32589581326e-07, u'name': u'jmc'}]"
86,1,"[{u'score': 0.999998807907, u'name': u'qincai'}, {u'score': 1.0475828276e-06, u'name': u'qc'}, {u'score': 9.03213646097e-08, u'name': u'jmc'}]"
87,1,"[{u'score': 0.999998569489, u'name': u'qincai'}, {u'score': 1.23666097807e-06, u'name': u'qc'}, {u'score': 1.61704306834e-07, u'name': u'jmc'}]"
88,1,"[{u'score': 0.999997854233, u'name': u'qincai'}, {u'score': 1.48168714986e-06, u'name': u'qc'}, {u'score': 6.05630418704e-07, u'name': u'jmc'}]"
89,1,"[{u'score': 0.999997735023, u'name': u'qincai'}, {u'score': 1.98812563212e-06, u'name': u'qc'}, {u'score': 3.30594559728e-07, u'name': u'jmc'}]"
90,1,"[{u'score': 0.99999833107, u'name': u'qincai'}, {u'score': 1.60320064424e-06, u'name': u'qc'}, {u'score': 9.33250348112e-08, u'name': u'jmc'}]"
91,1,"[{u'score': 0.999995946884, u'name': u'qincai'}, {u'score': 3.73493867301e-06, u'name': u'qc'}, {u'score': 2.70473691444e-07, u'name': u'jmc'}]"
92,1,"[{u'score': 0.999997019768, u'name': u'qincai'}, {u'score': 2.45231012741e-06, u'name': u'qc'}, {u'score': 5.46590285921e-07, u'name': u'jmc'}]"
93,1,"[{u'score': 0.999967932701, u'name': u'qincai'}, {u'score': 3.01773106912e-05, u'name': u'qc'}, {u'score': 1.90711182313e-06, u'name': u'jmc'}]"
94,1,"[{u'score': 0.999998092651, u'name': u'qincai'}, {u'score': 1.89985178167e-06, u'name': u'qc'}, {u'score': 6.67485551276e-08, u'name': u'jmc'}]"
95,1,"[{u'score': 0.999988913536, u'name': u'qincai'}, {u'score': 1.0726108485e-05, u'name': u'qc'}, {u'score': 3.03505686361e-07, u'name': u'jmc'}]"
96,1,"[{u'score': 0.999997973442, u'name': u'qincai'}, {u'score': 1.90842274606e-06, u'name': u'qc'}, {u'score': 1.13778760635e-07, u'name': u'jmc'}]"
97,1,"[{u'score': 0.999997019768, u'name': u'qincai'}, {u'score': 2.83482563646e-06, u'name': u'qc'}, {u'score': 1.74087219307e-07, u'name': u'jmc'}]"
98,1,"[{u'score': 0.99999499321, u'name': u'qincai'}, {u'score': 4.53815846413e-06, u'name': u'qc'}, {u'score': 4.81300446609e-07, u'name': u'jmc'}]"
99,1,"[{u'score': 0.999996900558, u'name': u'qincai'}, {u'score': 2.94734718409e-06, u'name': u'qc'}, {u'score': 1.46706184978e-07, u'name': u'jmc'}]"
100,1,"[{u'score': 0.999991059303, u'name': u'qincai'}, {u'score': 8.39804306452e-06, u'name': u'qc'}, {u'score': 5.00484190979e-07, u'name': u'jmc'}]"
